model,fold,mae,rmse,r2,best_params,spearman,best_params_full_data
SVR,42,0.7010815854685573,0.9217407866105638,0.3928140697546554,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 10.0}",,
SVR,43,2.1069136501469963,2.3683094743071096,0.36823873955394115,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,44,1.8991791717253068,2.4013443381360835,-1.7247463420639786,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,45,1.6483700747046584,2.012496890196214,-4.631081632908586,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,46,1.6041742307317308,2.0579428082204387,0.30322482500162384,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,47,1.1149070111512536,1.433581958441762,0.19909409916876475,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,48,2.148123128524938,2.4014416578199107,-4.614541507875268,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,49,1.7401011296247144,1.7698924262182512,-0.8971053702901768,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,50,1.3075838018609138,1.542453834839341,-3.3341010397797186,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,51,1.5290953665975902,1.6312593856596265,-0.5754914132068532,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 0.1}",,
SVR,52,1.692121031600752,2.059051572199228,0.26477736976291244,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 10.0}",,
SVR,53,1.3972808813082935,1.7426561928199498,0.105082573197254,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 1.0}",,
SVR,54,2.116753727431353,2.5624632773391167,-1.962033183724753,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,55,1.3932785128281242,1.8831908549959218,-1.2218813627184986,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 10.0}",,
SVR,56,2.314092119323751,2.757274170125449,-0.5388114645501012,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 0.1}",,
SVR,57,1.3617820163357466,1.7277685884372247,-2.0668380444735597,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,58,1.090972104719917,1.8520748729297414,-0.36324181701561065,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,59,1.8107545220195693,1.9223810163961723,-0.5698031317560779,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,60,1.34147013030004,1.537259138606078,0.4341184399629403,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,61,0.8904347921992523,1.0422409423877168,0.20567995726412447,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 10.0}",,
SVR,62,1.7352889656877903,1.9885251868154645,-0.9332222019371834,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 1.0}",,
SVR,63,1.5971647710358738,1.7412702710296921,-0.14988800065881036,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 1.0}",,
SVR,64,1.5911765489777903,1.9535457703456345,-0.41328035177750344,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 1.0}",,
SVR,65,1.8350373494978625,2.2829773527391617,0.2391324387854611,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 1.0}",,
SVR,66,1.5647554457147146,1.8222003693068365,-0.7843740738484368,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 1.0}",,
SVR,67,1.5990032108495282,2.098385940812801,0.2835533174461028,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,68,1.249515097009867,1.4932782538637799,0.47937957145204513,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 1.0}",,
SVR,69,1.1874817702375247,1.40223931844936,0.3258348719353883,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,70,1.1251300155771806,1.3563788290460321,-0.597405787404951,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 10.0}",,
SVR,71,0.8877774647948514,1.052327561480483,0.657071962477928,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,72,1.9190417047342192,2.269301783952595,0.24893496249701674,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,73,0.9988772194567807,1.1474778005580974,0.05133240057391997,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,74,1.7504481038080486,2.034382809249315,-0.1825841068203582,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,75,1.3393487189321824,1.674942428355148,-1.5119923557195531,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 10.0}",,
SVR,76,1.4148814005224406,1.576244168722415,-0.7133034087404351,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,77,1.8067797292033585,2.1507047851997947,-0.7954285828388741,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,78,0.9712633107662247,1.3935321643178626,0.10736331899168061,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,79,1.605436139638998,2.229082953322498,-0.2642966381433025,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 10.0}",,
SVR,80,1.5228071796616691,1.7757232275894022,-1.8411225064866392,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 10.0}",,
SVR,81,1.6490060349429527,2.4527541534346584,-0.485419889729342,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,82,0.9920827156791222,1.284094549309409,0.1389478654416021,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,83,1.3620437218027615,1.8276286983310734,0.5210151506414273,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 10.0}",,
SVR,84,1.896841060251263,2.252052784918274,-5.117612931181578,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,85,1.896587858189094,1.9395879255454083,-0.7775316071877478,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 0.1}",,
SVR,86,1.4773956455023085,1.6787919948231407,-1.185722619266258,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 1.0}",,
SVR,87,1.713384459403279,2.285001361204665,-0.8888736391282579,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,88,1.5150736418732091,2.088251328858168,0.3830103950855388,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,89,0.9671371925593731,1.2429669226222424,0.35994484421389583,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,90,0.8117300078329822,0.8740163020586574,0.7233900018641679,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,91,1.612710490626908,1.9753776822225146,0.08434004851257126,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 0.1}",,
SVR,92,0.8063635795600703,1.0072812651487766,0.6377808986010118,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,93,1.1871575464892772,1.578185354933825,-0.43840635882997137,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 1.0}",,
SVR,94,1.4074294893925323,1.7459382900509908,-0.3747851744244255,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 1.0}",,
SVR,95,1.3259707377815937,1.684059822063152,0.4224172508145332,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 10.0}",,
SVR,96,1.8912570491435,2.4137685789815593,0.024326685940149084,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",,
SVR,97,1.5495469074829222,1.8068394465083746,0.1713886593346916,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 10.0}",,
SVR,98,0.8862646742581527,1.0015628679593436,0.2518083871221981,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 1.0}",,
SVR,99,2.040929144875731,2.4617294841125212,-10.79265048141408,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,100,1.490544044759855,1.9603705124123865,-0.8144405138942328,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 10.0}",,
SVR,OOF_SUMMARY,1.581001714992106,2.008376127563327,-0.15037506587589244,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}",0.3900293255131964,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__gamma': 'scale', 'model__epsilon': 0.3, 'model__C': 1.0}"
RandomForest,1,1.3924310253470078,1.7390274833105865,0.32808864068790644,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,2,1.0149490505823568,1.2739389453986223,0.2899974633616166,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,3,0.8041866249067295,0.8321735353938724,0.5400563816559405,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,4,1.4844162627388213,1.6131723224398673,-3.3034063740311463,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,5,1.6640638808047659,1.8729727550439927,0.21151631194672638,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,6,1.621724742691171,1.949661012704677,0.054208359282558516,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,7,0.6505791656350871,0.8559990850430814,0.6010143195934329,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,8,1.2990257743606703,1.6060030612970322,-1.8361491897654787,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,9,1.4320235029526567,1.6094249287778193,-0.24419630457091257,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,10,1.7853702757753203,2.249617507822232,0.2185646000982644,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,11,1.463238776849609,1.640071183638249,0.10096816680087306,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,12,1.4755702694877837,1.858497600734764,-1.5751302960280262,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,13,0.6327301486726866,0.7519524841173055,0.6438855566323334,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,14,1.5624565983245144,2.170407384221928,0.28317563030991255,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,15,1.9963013787807171,2.1965861243831046,-3.0141978935464993,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,16,0.7516393830309901,0.9403761604759644,0.49192571096084103,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,17,2.1346819931027956,2.370586714510937,0.17140984391015957,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,18,1.5063814191562919,1.5734028107183455,0.09189154380495868,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,19,1.6046821116587655,1.863814109400225,-0.7436869538913737,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,20,1.9465750695179473,2.2089175525249605,-0.4172716092573918,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,21,0.958519523288531,1.1452318983038192,-0.23936438984182362,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,22,1.8135953254879946,2.2358733084959446,-0.012616015903838429,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,23,1.511231333276384,1.793432404000052,0.2014273514748418,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,24,0.9908263323315444,1.3989219604851315,0.08602942420559756,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,25,0.9449089439534227,0.9927859594855615,0.5996066734857448,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,26,1.3060701797858927,1.493053015580819,0.04957886288398927,"{'selector': SelectFromModel(estimator=ElasticNet(alpha=0.05, l1_ratio=0.8, max_iter=20000,
                                     random_state=42)), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,27,0.8095152378213798,0.9941618081271167,0.11798613496021382,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,28,0.9309580974847185,1.1662790675610253,0.1738198512552459,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,29,1.6671445500960995,2.0409112183777443,0.3711408935821894,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,30,1.4004479679630701,1.6913947109326448,0.3820162879014698,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,31,1.2569256314229658,1.4516588866331939,0.28696716033327907,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,32,0.916876942554799,1.0705469277192532,0.19174318181709282,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,33,1.5371767157172218,1.7234068239400226,0.28251212561782335,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,34,1.7513863497250728,2.0852994309505624,0.17445928353047568,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,35,1.5717815839420435,1.8483488407714002,-1.9446502436657185,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,36,1.6563964416701036,2.0931399781191424,0.21599245417538515,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,37,1.2235725105020794,1.366262281929878,0.33573528271610986,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,38,1.3906088675053432,1.6097044566786627,-0.43159575895008495,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,39,0.75191585000271,0.9048082390776122,0.006855902779087986,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,40,1.6622691275026675,1.8815902727682496,-0.976151619670856,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,41,1.30646560151275,1.5689129402964686,0.05701630457629492,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,42,0.9459749341456648,1.208159005921661,-0.0431632534709967,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,43,2.2280943281525576,2.4657219987302312,0.31519912509589554,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,44,1.184538187830687,1.4993739530166355,-0.0622753966879801,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,45,1.9320548682020178,2.242328292550894,-5.990685763646689,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,46,1.517221406153371,1.8708476647303889,0.4241585552508046,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
RandomForest,47,0.9318625092832383,1.1085498176704447,0.5210977586800786,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,48,1.2453529578023173,1.590288225273626,-1.462191929740147,"{'selector__k': 10, 'selector': SelectKBest(score_func=<function mutual_info_regression at 0x000002A2910A3240>), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 2}",,
RandomForest,49,1.6487525694444418,1.7214926441234693,-0.7947669123461729,"{'selector__n_features_to_select': 10, 'selector': RFE(estimator=Ridge(), step=0.25), 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None}",,
